Time,MeasResult1_value,MeasResult2_value
0.0001,-0.001982529647648,8.7889667E-08
0.0003,-0.001932414714247,9.0514433E-08
0.0005,-0.002014718484133,9.3363631E-08
0.0007,-0.002112535759807,9.1267495E-08
0.0009,-0.002103836974129,9.5266905E-08
0.0011,-0.002150254091248,9.8857015E-08
0.0013,-0.002183587523177,1.09140338E-07
0.0015,-0.002069024369121,9.7596491E-08
0.0017,-0.001661273301579,8.4144851E-08
0.0019,-0.001505663734861,7.4581287E-08
0.0021,-0.002092532115057,8.7431104E-08
0.0023,-0.002268603304401,7.6730153E-08
0.0025,-0.001904099597596,9.2595315E-08
0.0027,-0.001891720574349,8.5982229E-08
0.0029,-0.001976560102776,8.6182027E-08
0.0031,-0.001855428679846,8.6762682E-08
0.0033,-0.001844740123488,8.2130924E-08
0.0035,-0.001964410068467,8.160611E-08
0.0037,-0.002193307736889,7.8873462E-08
0.0039,-0.001967879012227,7.5064136E-08
0.0041,-0.00196423381567,7.394825E-08
0.0043,-0.001991686178371,7.7840831E-08
0.0045,-0.001847064471804,7.5900438E-08
0.0047,-0.001834474154748,8.0076063E-08
0.0049,-0.001920634415001,8.764755E-08
0.0051,-0.001875485177152,9.0805457E-08
0.0053,-0.001854354515672,9.1266102E-08
0.0055,-0.001966030104086,9.7945787E-08
0.0057,-0.001796597498469,1.01358303E-07
0.0059,-0.001794273150153,1.05734763E-07
0.0061,-0.001833118265495,1.05867613E-07
0.0063,-0.001901229377836,1.05968205E-07
0.0065,-0.001809645676985,1.08165978E-07
0.0067,-0.001929139485583,1.13236183E-07
0.0069,-0.001811019144952,1.08636335E-07
0.0071,-0.001899327617139,1.06535687E-07
0.0073,-0.001931534265168,1.02332315E-07
0.0075,-0.00185671413783,1.01727373E-07
0.0077,-0.001925670541823,1.00195592E-07
0.0079,-0.001902884570882,1.00234089E-07
0.0081,-0.001976225525141,9.329009E-08
0.0083,-0.00170332333073,9.3763916E-08
0.0085,-0.001878478680737,9.3976553E-08
0.0087,-0.002010175492615,9.2689312E-08
0.0089,-0.001977123552933,9.0468646E-08
0.0091,-0.001921550021507,8.8313193E-08
0.0093,-0.001931569422595,8.8762043E-08
0.0095,-0.001797671662644,8.7991303E-08
0.0097,-0.001917693647556,8.0420158E-08
0.0099,-0.002186369849369,8.3976275E-08
