Time,MeasResult1_value,MeasResult2_value
0.0001,-0.002033612923697,9.5195453E-08
0.0003,-0.002117448719218,1.12050579E-07
0.0005,-0.00200756941922,1.13302093E-07
0.0007,-0.001846078434028,9.5116022E-08
0.0009,-0.001563649741001,8.8341295E-08
0.0011,-0.001652292790823,8.1546098E-08
0.0013,-0.002176561625674,9.3757329E-08
0.0015,-0.002318858867511,8.3825384E-08
0.0017,-0.002012728713453,9.6946799E-08
0.0019,-0.001991157885641,9.4060148E-08
0.0021,-0.001978021580726,8.9062091E-08
0.0023,-0.001919384114444,8.5914934E-08
0.0025,-0.001928259036504,8.5351964E-08
0.0027,-0.002064445987344,8.3429605E-08
0.0029,-0.002077458892018,7.9470084E-08
0.0031,-0.001863476005383,7.3740125E-08
0.0033,-0.001853350899182,7.4912549E-08
0.0035,-0.002031764015555,7.8056239E-08
0.0037,-0.001861292519607,7.5480727E-08
0.0039,-0.001882458338514,8.3797985E-08
0.0041,-0.001941131078638,8.5482384E-08
0.0043,-0.001866892096587,9.1702816E-08
0.0045,-0.001990876160562,9.5420575E-08
0.0047,-0.002069130074233,9.941617E-08
0.0049,-0.002025777008384,1.00787695E-07
0.0051,-0.002083005849272,1.03197756E-07
0.0053,-0.002011989243329,1.0746114E-07
0.0055,-0.002121569123119,1.09069575E-07
0.0057,-0.001902778982185,1.10661709E-07
0.0059,-0.002155712805688,1.15485989E-07
0.0061,-0.002018363680691,1.12293741E-07
0.0063,-0.002026181900874,1.10554879E-07
0.0065,-0.001954320119694,1.09965193E-07
0.0067,-0.001954777864739,1.04199863E-07
0.0069,-0.002063371939585,1.04333758E-07
0.0071,-0.002016338519752,1.02138067E-07
0.0073,-0.001942944829352,9.413715E-08
0.0075,-0.002028858521953,9.9899708E-08
0.0077,-0.001969991950318,9.1242519E-08
0.0079,-0.002063090214506,9.6767813E-08
0.0081,-0.001978937303647,9.259184E-08
0.0083,-0.002224739640951,9.6279422E-08
0.0085,-0.002143756253645,9.4183982E-08
0.0087,-0.002030038274825,7.5715207E-08
0.0089,-0.002264676382765,8.7165056E-08
0.0091,-0.002351822797209,9.7581228E-08
0.0093,-0.002377901459113,1.05230413E-07
0.0095,-0.002129000145942,1.04104821E-07
0.0097,-0.001826426945627,9.6998136E-08
0.0099,-0.001718907151371,1.07892298E-07
0.0101,-0.002056821482256,9.4583228E-08
0.0103,-0.002008837182075,9.6692546E-08
0.0105,-0.002026534173638,1.05763903E-07
0.0107,-0.002026868751273,1.050823E-07
0.0109,-0.002007886301726,1.05353898E-07
0.0111,-0.001833171118051,1.08428907E-07
0.0113,-0.001970044802874,1.11815403E-07
0.0115,-0.00216569704935,1.15863379E-07
0.0117,-0.002129986183718,1.14558105E-07
0.0119,-0.002057261532173,1.1020731E-07
0.0121,-0.00217596301809,1.08646745E-07
0.0123,-0.001992161618546,1.02896671E-07
0.0125,-0.002180065959692,1.01869936E-07
0.0127,-0.00213542743586,9.3890527E-08
0.0129,-0.002046713838354,9.1410747E-08
0.0131,-0.001958704786375,8.6928488E-08
0.0133,-0.002138684969395,8.4841368E-08
0.0135,-0.00215928745456,8.438662E-08
0.0137,-0.002176420763135,8.0786457E-08
0.0139,-0.002098977100104,8.0758355E-08
0.0141,-0.002077546902001,7.8465547E-08
0.0143,-0.001970150507987,7.784638E-08
0.0145,-0.002097233664244,7.6315992E-08
0.0147,-0.002026305301115,7.7583799E-08
0.0149,-0.002083604456857,8.252497E-08
0.0151,-0.002034651814029,8.277437E-08
0.0153,-0.002036166144535,8.7478973E-08
0.0155,-0.002111549722031,8.6560114E-08
0.0157,-0.001944740884937,9.2329955E-08
0.0159,-0.001934069907293,9.3973426E-08
0.0161,-0.002025055000558,9.5376173E-08
0.0163,-0.001989414682612,9.3310213E-08
0.0165,-0.001871752087027,8.5296811E-08
0.0167,-0.001928611192852,9.8584032E-08
0.0169,-0.001988340402022,9.9242044E-08
0.0171,-0.002038208767772,1.05974451E-07
0.0173,-0.001892548170872,1.00948299E-07
0.0175,-0.001725299167447,9.1628934E-08
0.0177,-0.001624294673093,7.7564721E-08
0.0179,-0.001924649230205,9.0099576E-08
0.0181,-0.00201757112518,8.0370555E-08
0.0183,-0.001924068084918,9.6583626E-08
0.0185,-0.002130813896656,9.2448587E-08
0.0187,-0.00205435603857,9.24746E-08
0.0189,-0.002106073312461,8.7945864E-08
0.0191,-0.002053281990811,8.845992E-08
0.0193,-0.002001247834414,8.2261003E-08
0.0195,-0.002026199596003,8.1647038E-08
0.0197,-0.002070749877021,7.611272E-08
0.0199,-0.001990981865674,7.5775908E-08
0.0201,-0.001988815842196,7.8361481E-08
0.0203,-0.002071524737403,7.7206401E-08
0.0205,-0.002009559189901,8.3348787E-08
0.0207,-0.002031940035522,8.7208761E-08
0.0209,-0.002060801023617,9.1287262E-08
0.0211,-0.002090595196933,9.6697747E-08
0.0213,-0.002003853907809,9.8589233E-08
0.0215,-0.001947558368556,1.02150551E-07
0.0217,-0.002032133750618,1.06370926E-07
0.0219,-0.002006970578805,1.06972742E-07
