Time,MeasResult1_value,MeasResult2_value
0.0001,-0.001880908734165,8.778283E-08
0.0003,-0.001884078374133,9.2362214E-08
0.0005,-0.001859795651399,8.9007628E-08
0.0007,-0.001975380349904,8.9823814E-08
0.0009,-0.001920299837366,8.9230319E-08
0.0011,-0.001921303453855,9.1443006E-08
0.0013,-0.00181897834409,9.0987221E-08
0.0015,-0.001860728953034,9.0003844E-08
0.0017,-0.002003008732572,1.08354328E-07
0.0019,-0.002003307919949,9.6650226E-08
0.0021,-0.001718889572658,8.3621082E-08
0.0023,-0.001469090115279,7.340644E-08
0.0025,-0.00193104124628,8.4165663E-08
0.0027,-0.00216529192403,8.1123268E-08
0.0029,-0.001932802144438,9.0457199E-08
0.0031,-0.001796368509531,8.9836995E-08
0.0033,-0.001784236053936,8.8379103E-08
0.0035,-0.001731779193506,8.1703234E-08
0.0037,-0.001657962799072,8.2157634E-08
0.0039,-0.001765465014614,7.8919598E-08
0.0041,-0.00183752051089,7.5186229E-08
0.0043,-0.001735019264743,6.9844425E-08
0.0045,-0.001845409278758,7.0043875E-08
0.0047,-0.00180191535037,7.1071653E-08
0.0049,-0.001734843128361,6.9360546E-08
0.0051,-0.001700364984572,7.375678E-08
0.0053,-0.001908378559165,7.91076E-08
0.0055,-0.001801721635275,8.4761588E-08
0.0057,-0.001778249046765,8.7351673E-08
0.0059,-0.001851572422311,9.0574794E-08
0.0061,-0.001965589821339,9.0423903E-08
0.0063,-0.00189631653484,9.5622795E-08
0.0065,-0.001725792186335,9.5074739E-08
0.0067,-0.001922148745507,1.01758936E-07
0.0069,-0.001735811587423,1.03247011E-07
0.0071,-0.001859020907432,1.093495E-07
0.0073,-0.001691490062512,1.08373406E-07
0.0075,-0.002013626741245,1.09197224E-07
0.0077,-0.002011513803154,1.04811392E-07
0.0079,-0.001915739034303,1.01162662E-07
0.0081,-0.00192917464301,1.02096443E-07
0.0083,-0.001944617601112,9.8902454E-08
0.0085,-0.00186904030852,9.4177736E-08
0.0087,-0.001936394255608,9.6421985E-08
0.0089,-0.002038719365373,9.4018176E-08
0.0091,-0.002033718628809,8.9690275E-08
0.0093,-0.002114877803251,9.1842949E-08
0.0095,-0.002116075251251,8.9606679E-08
0.0097,-0.002113240305334,8.3902741E-08
0.0099,-0.001834474154748,7.13273E-08
0.0101,-0.001860817079432,8.2442412E-08
0.0103,-0.002027044771239,8.548551E-08
0.0105,-0.002213786821812,9.6820195E-08
0.0107,-0.002164006466046,1.08607892E-07
0.0109,-0.00158173404634,9.1236622E-08
0.0111,-0.001573915709741,9.742444E-08
0.0113,-0.001665094401687,8.8709321E-08
0.0115,-0.001834949594922,9.656906E-08
0.0117,-0.001780643826351,9.2354583E-08
0.0119,-0.001790099777281,9.9167814E-08
0.0121,-0.001690486446023,1.00361738E-07
