Time,MeasResult1_value,MeasResult2_value
0.0001,-0.001822623424232,1.05586999E-07
0.0003,-0.001695557730272,1.00730468E-07
0.0005,-0.001822042278945,9.9789055E-08
0.0007,-0.001954795559868,9.3639045E-08
0.0009,-0.001864074612968,8.8164043E-08
0.0011,-0.001988974399865,8.4613475E-08
0.0013,-0.001736216596328,8.4400497E-08
0.0015,-0.00191070290748,8.6544503E-08
0.0017,-0.00195557042025,8.04989E-08
0.0019,-0.001908413833007,7.7544257E-08
0.0021,-0.001711528981104,7.0587426E-08
0.0023,-0.001793903298676,7.3627049E-08
0.0025,-0.001856802147813,7.6899077E-08
0.0027,-0.001760358456522,7.8027448E-08
0.0029,-0.001779076643288,8.115726E-08
0.0031,-0.001671697711572,8.3512859E-08
0.0033,-0.001726919203065,8.5121641E-08
0.0035,-0.001732377917506,9.1042374E-08
0.0037,-0.001592581043951,9.1511339E-08
0.0039,-0.001607883139513,8.9847056E-08
0.0041,-0.001648506848142,9.5183658E-08
0.0043,-0.001792547409423,9.1496773E-08
0.0045,-0.001821285113692,9.4108707E-08
0.0047,-0.001868987572379,9.1695874E-08
0.0049,-0.001870695617981,9.8734915E-08
0.0051,-0.002030337695032,1.1028709E-07
0.0053,-0.001802144222893,9.4031357E-08
0.0055,-0.001472594216466,7.8553647E-08
0.0057,-0.001437887200154,7.9493667E-08
0.0059,-0.001944283023477,7.6637534E-08
0.0061,-0.002060589613393,8.9534524E-08
0.0063,-0.00172392569948,9.2929696E-08
0.0065,-0.001808958943002,9.1874512E-08
0.0067,-0.001933541614562,8.337723E-08
0.0069,-0.001933031016961,8.2720952E-08
0.0071,-0.001738312072121,8.077258E-08
0.0073,-0.001868036692031,7.8719104E-08
0.0075,-0.001802830956876,7.344633E-08
0.0077,-0.001622480922379,6.9834712E-08
0.0079,-0.001739262952469,7.2436244E-08
0.0081,-0.001748824608512,7.3689833E-08
0.0083,-0.001606421661563,7.4838667E-08
0.0085,-0.001646094489843,8.2218335E-08
0.0087,-0.001762013649568,8.3551704E-08
0.0089,-0.001780502963811,8.7044342E-08
0.0091,-0.001712338998914,9.3667836E-08
0.0093,-0.00178272172343,9.8670746E-08
0.0095,-0.001712779281661,1.01503289E-07
0.0097,-0.001696843188256,1.01650713E-07
0.0099,-0.001820298959501,1.04661197E-07
0.0101,-0.001755427918397,1.03555031E-07
0.0103,-0.001680220477283,1.07304004E-07
0.0105,-0.001644738600589,1.11480325E-07
0.0107,-0.001544103841297,1.09868076E-07
0.0109,-0.001721425214782,1.06136092E-07
0.0111,-0.001930213533342,1.05072239E-07
0.0113,-0.001887776190415,9.8526101E-08
0.0115,-0.001768000656739,9.9806051E-08
0.0117,-0.001749123912305,9.8181658E-08
0.0119,-0.001800946891308,9.2432977E-08
0.0121,-0.001786718843505,9.4672373E-08
0.0123,-0.001839563134126,9.0260876E-08
0.0125,-0.001858210889623,9.1483244E-08
0.0127,-0.00178018596489,9.5509023E-08
0.0129,-0.00188657885883,8.6930918E-08
0.0131,-0.001862031989731,9.0860958E-08
0.0133,-0.001690997043625,7.6851208E-08
0.0135,-0.001893217326142,8.0607471E-08
0.0137,-0.002162034390494,9.2727468E-08
0.0139,-0.002156452275813,1.00132461E-07
0.0141,-0.001822605729103,9.2472867E-08
0.0143,-0.001564847072586,9.4001869E-08
0.0145,-0.001618765527382,9.7434153E-08
0.0147,-0.001822059857659,9.5620372E-08
0.0149,-0.001826479681768,9.6504891E-08
0.0151,-0.001856449991465,9.9563941E-08
0.0153,-0.001831903238781,1.00354107E-07
0.0155,-0.001854565925896,1.04810006E-07
0.0157,-0.001789025613107,1.06075042E-07
0.0159,-0.001798199838959,1.088396E-07
0.0161,-0.001740160980262,1.10047054E-07
0.0163,-0.001880063558929,1.06121178E-07
0.0165,-0.001743823639117,1.07728923E-07
0.0167,-0.001821267534979,1.01304188E-07
0.0169,-0.001726848771796,1.00497019E-07
0.0171,-0.001879218267277,9.8627389E-08
0.0173,-0.001843965379521,9.2018468E-08
0.0175,-0.00180392281618,8.8238963E-08
0.0177,-0.001791684539057,8.416324E-08
0.0179,-0.001974728889763,8.3776825E-08
0.0181,-0.001892724307254,8.1998074E-08
0.0183,-0.001825194223784,7.9345206E-08
0.0185,-0.0018824407598,7.8472482E-08
0.0187,-0.001880133990198,7.0855208E-08
0.0189,-0.001807462191209,7.3117498E-08
0.0191,-0.001737959915772,7.532082E-08
0.0193,-0.001738312072121,7.7173105E-08
0.0195,-0.001762224943377,7.9854416E-08
0.0197,-0.001742960885167,8.4858364E-08
0.0199,-0.001783144311048,8.1464584E-08
0.0201,-0.001749810646288,8.7589974E-08
0.0203,-0.001756026642397,9.0074607E-08
0.0205,-0.001774198957719,8.7572282E-08
0.0207,-0.00180265493691,9.092166E-08
0.0209,-0.001742908032611,9.197025E-08
0.0211,-0.001715684658848,8.710262E-08
0.0213,-0.001778495498002,8.9219917E-08
0.0215,-0.001956996740773,1.00869556E-07
0.0217,-0.002026833361015,1.01036058E-07
0.0219,-0.001942381262779,9.2339668E-08
0.0221,-0.001579902716912,8.3381046E-08
0.0223,-0.001556887873448,6.8593266E-08
0.0225,-0.002025019843131,8.7890015E-08
0.0227,-0.00218728557229,7.9794404E-08
0.0229,-0.001995841739699,8.7738776E-08
