Time,MeasResult1_value,MeasResult2_value
0.0001,-0.001587456907146,8.6759911E-08
0.0003,-0.001784905209206,7.8920294E-08
0.0005,-0.002008062321693,9.7990537E-08
0.0007,-0.002121129073203,9.5216961E-08
0.0009,-0.001917323912494,1.09064722E-07
0.0011,-0.001466660061851,9.4796896E-08
0.0013,-0.001488600741141,1.02287217E-07
0.0015,-0.001624805270694,9.3002193E-08
0.0017,-0.001734068384394,9.509035E-08
0.0019,-0.001668123179115,9.977969E-08
0.0021,-0.001693374244496,9.9760612E-08
0.0023,-0.001730951596983,1.04510313E-07
0.0025,-0.001628415193409,1.03820383E-07
0.0027,-0.00169578671921,1.12875441E-07
0.0029,-0.00174031953793,1.13188314E-07
0.0031,-0.001707021147013,1.11348513E-07
0.0033,-0.001661960035563,1.10176785E-07
0.0035,-0.00187504501082,1.10894113E-07
0.0037,-0.001784218475223,1.0467889E-07
0.0039,-0.001789606758393,1.04134998E-07
0.0041,-0.00168839097023,9.7988455E-08
0.0043,-0.001809275825508,9.4146515E-08
0.0045,-0.001743770902976,9.0378812E-08
0.0047,-0.001778742065653,8.7612172E-08
0.0049,-0.001714011887088,8.4258971E-08
0.0051,-0.001743665197864,8.2449354E-08
0.0053,-0.001812815200537,8.1488864E-08
0.0055,-0.002002691617236,8.0873171E-08
0.0057,-0.001883567660116,7.8156482E-08
0.0059,-0.002021339489147,8.1071931E-08
0.0061,-0.001935848384164,7.9232819E-08
0.0063,-0.001833083108068,8.1922458E-08
0.0065,-0.001810226705857,8.3930487E-08
0.0067,-0.001882035750896,8.4096641E-08
0.0069,-0.001899345195852,8.8678448E-08
0.0071,-0.001858070027083,9.1920647E-08
0.0073,-0.001838506548665,9.2711169E-08
0.0075,-0.00184238050133,9.1514814E-08
0.0077,-0.001853280467913,9.3045898E-08
0.0079,-0.001874006120488,9.8132055E-08
0.0081,-0.001814628951252,9.3676853E-08
0.0083,-0.001759178587236,9.8029034E-08
0.0085,-0.001800823607482,1.05937339E-07
