Time,MeasResult1_value,MeasResult2_value
0.0001,-0.001646024058573,9.7441095E-08
0.0003,-0.001779499230906,9.6793137E-08
0.0005,-0.001773741096258,1.01579253E-07
0.0007,-0.001782017294317,1.0631161E-07
0.0009,-0.001539948163554,9.5433407E-08
0.0011,-0.001297685317695,7.6968455E-08
0.0013,-0.001610154751688,7.8026751E-08
0.0015,-0.001957630505785,8.4461199E-08
0.0017,-0.0018287160201,9.514342E-08
0.0019,-0.001587967504747,8.8897323E-08
0.0021,-0.001721372362226,9.1337562E-08
0.0023,-0.001706211129203,8.7590315E-08
0.0025,-0.001693162950687,8.4053625E-08
0.0027,-0.001574461581185,8.1413248E-08
0.0029,-0.001725352020003,8.1515573E-08
0.0031,-0.001648101839237,7.6846007E-08
0.0033,-0.001659635687247,7.4823056E-08
0.0035,-0.001546516316012,7.6463408E-08
0.0037,-0.001616124180146,7.8557122E-08
0.0039,-0.00137174827978,7.8781888E-08
0.0041,-0.001543663674966,8.6639197E-08
0.0043,-0.001550090848468,8.6161556E-08
0.0045,-0.001598251168616,9.1924463E-08
0.0047,-0.001695311279036,9.7012361E-08
0.0049,-0.001663685659878,1.008654E-07
0.0051,-0.001517937052995,1.05078136E-07
0.0053,-0.001603938755579,1.04003533E-07
0.0055,-0.001647238968872,1.05011537E-07
0.0057,-0.001637853449211,1.05442354E-07
0.0059,-0.001591172418557,1.09792452E-07
0.0061,-0.001696473453194,1.14428381E-07
0.0063,-0.001571556087583,1.14895265E-07
0.0065,-0.001665640273131,1.11291627E-07
0.0067,-0.001709151780233,1.06616163E-07
0.0069,-0.001630950835533,1.03356619E-07
0.0071,-0.001607372541912,1.02158531E-07
0.0073,-0.001744017354213,9.6456326E-08
0.0075,-0.001681206515059,9.8138301E-08
0.0077,-0.001625439268537,9.3431964E-08
0.0079,-0.001622956362553,1.02491178E-07
0.0081,-0.001587668200955,8.8032579E-08
0.0083,-0.001476838020608,9.2438526E-08
0.0085,-0.001611440209672,8.6593069E-08
0.0087,-0.001549386535771,8.3961012E-08
0.0089,-0.001586805330589,7.8917168E-08
0.0091,-0.001808377797715,8.7632287E-08
0.0093,-0.001980434171855,9.0286889E-08
0.0095,-0.001974006881937,1.05819744E-07
0.0097,-0.001620420720428,9.4100727E-08
0.0099,-0.001365356263705,1.06484698E-07
0.0101,-0.001412917743437,8.9761727E-08
0.0103,-0.001541973208077,8.9838736E-08
0.0105,-0.001632095430978,9.5422308E-08
0.0107,-0.001552855479531,9.9954171E-08
0.0109,-0.001674286206253,1.00067943E-07
0.0111,-0.001553507056087,1.04730923E-07
0.0113,-0.001453611883335,1.07962713E-07
0.0115,-0.00164273113478,1.1322647E-07
0.0117,-0.001648401259445,1.13620516E-07
0.0119,-0.00179518875666,1.09088653E-07
0.0121,-0.001787528861314,1.10311028E-07
0.0123,-0.001729877432808,1.04007E-07
0.0125,-0.00160099810455,1.00479333E-07
0.0127,-0.001709891366772,1.00089792E-07
0.0129,-0.001620755298063,9.5022365E-08
0.0131,-0.001781541854143,8.8896286E-08
0.0133,-0.001732131349854,8.932016E-08
0.0135,-0.001710137934424,8.5684611E-08
0.0137,-0.001746095251292,8.4515314E-08
0.0139,-0.001520279096439,8.1295312E-08
0.0141,-0.001695152721368,7.891127E-08
0.0143,-0.001659072237089,7.5155015E-08
0.0145,-0.001743418630213,7.5167847E-08
0.0147,-0.001669690362178,7.6163715E-08
0.0149,-0.001449332921766,7.8560937E-08
0.0151,-0.001701844157651,8.2010907E-08
0.0153,-0.001616423483938,8.3820531E-08
0.0155,-0.001583688659593,8.481917E-08
0.0157,-0.001663157483563,8.6072063E-08
0.0159,-0.001657998072915,9.0514092E-08
0.0161,-0.001690873759799,9.0030902E-08
0.0163,-0.001655620872043,9.5360214E-08
0.0165,-0.001726426067762,9.0145363E-08
0.0167,-0.001625544857234,9.3046246E-08
0.0169,-0.001648119417951,9.6791752E-08
0.0171,-0.001846272149123,9.7722406E-08
0.0173,-0.001922113471664,1.12475497E-07
0.0175,-0.001619857270271,9.8285376E-08
0.0177,-0.001421598950401,8.0135379E-08
0.0179,-0.001428026240319,7.184552E-08
0.0181,-0.001815280527808,9.0349324E-08
0.0183,-0.002052295953035,7.9585938E-08
0.0185,-0.001709116622806,9.1599446E-08
0.0187,-0.001551552442834,8.9100595E-08
0.0189,-0.001656113890931,8.8023214E-08
0.0191,-0.001598374452442,8.6501494E-08
0.0193,-0.001743541914038,8.6242729E-08
0.0195,-0.00181079027243,8.4084498E-08
0.0197,-0.001761274063028,7.9316074E-08
0.0199,-0.001801563194022,7.4216729E-08
0.0201,-0.001590908272192,7.6152958E-08
0.0203,-0.001787211978808,7.7905696E-08
0.0205,-0.001612707972527,7.504471E-08
0.0207,-0.001640441943891,8.21559E-08
0.0209,-0.001585502293892,8.6721755E-08
0.0211,-0.001580800744705,9.1011501E-08
0.0213,-0.001590168685652,9.3907524E-08
0.0215,-0.001627076882869,9.7616606E-08
