Time,MeasResult1_value,MeasResult2_value
0.0001,-0.001840690034442,7.8301127E-08
0.0003,-0.00179985514842,8.2313029E-08
0.0005,-0.001802285085432,8.4055706E-08
0.0007,-0.001943314564414,8.3615532E-08
0.0009,-0.001946061616763,8.640437E-08
0.0011,-0.002035725861788,9.4902347E-08
0.0013,-0.001806616899557,8.8141149E-08
0.0015,-0.001965748379007,9.3353918E-08
0.0017,-0.001923398929648,9.5644999E-08
0.0019,-0.001994820544496,9.2558196E-08
0.0021,-0.001874604728073,8.7133145E-08
0.0023,-0.001904170028865,9.6364403E-08
0.0025,-0.002087918575853,1.085021E-07
0.0027,-0.001843084930442,1.04723981E-07
0.0029,-0.001430579461157,8.6639197E-08
0.0031,-0.001297192298807,7.5795334E-08
0.0033,-0.001664918381721,8.7195929E-08
0.0035,-0.002098818542436,8.0147522E-08
0.0037,-0.00190864270553,9.5419182E-08
0.0039,-0.001940391492099,9.459086E-08
0.0041,-0.001898817019537,9.2294229E-08
0.0043,-0.001976736122742,8.7360689E-08
0.0045,-0.001994292251766,8.3913143E-08
0.0047,-0.001936306245625,8.3294324E-08
0.0049,-0.002081685001031,8.0537056E-08
0.0051,-0.001898693735711,7.3585078E-08
0.0053,-0.001805437146686,7.253302E-08
0.0055,-0.001814083079807,7.6365936E-08
0.0057,-0.001890593674034,7.773469E-08
0.0059,-0.001761150779203,8.3068166E-08
0.0061,-0.001914612133987,8.4836863E-08
0.0063,-0.001654546707869,8.8907385E-08
0.0065,-0.001639086171053,9.5147236E-08
0.0067,-0.001711405697279,9.7064394E-08
0.0069,-0.001701861736365,1.00755436E-07
0.0071,-0.001794924610294,1.04880769E-07
0.0073,-0.001712550292723,1.05346963E-07
0.0075,-0.001799608580768,1.08575634E-07
0.0077,-0.001560656237416,1.09984271E-07
0.0079,-0.001630440121517,1.13613233E-07
0.0081,-0.001638962887228,1.1129891E-07
0.0083,-0.001717410399579,1.13979524E-07
0.0085,-0.001856978284195,1.09356435E-07
0.0087,-0.00176585232839,1.04805153E-07
0.0089,-0.001863863319159,1.03754481E-07
0.0091,-0.001902743708342,9.937316E-08
0.0093,-0.001961909467354,9.7301651E-08
0.0095,-0.001945815049112,9.2051764E-08
0.0097,-0.001850392553024,9.6367529E-08
0.0099,-0.001901370240375,9.9226433E-08
0.0101,-0.001728327828459,8.9382247E-08
0.0103,-0.001796069205739,9.9703037E-08
0.0105,-0.001843930105679,9.0466223E-08
0.0107,-0.001770642003976,8.9261889E-08
0.0109,-0.001674321480095,8.6021075E-08
0.0111,-0.002033859491348,8.6268741E-08
0.0113,-0.002287937793881,1.02766244E-07
0.0115,-0.002142840763554,1.11866392E-07
0.0117,-0.001662576338276,9.4449334E-08
0.0119,-0.001631373423152,1.05573818E-07
0.0121,-0.001679410459474,9.5306106E-08
0.0123,-0.001745056244545,9.5539548E-08
0.0125,-0.001784007181413,9.509278E-08
0.0127,-0.001847134903073,1.02053775E-07
0.0129,-0.001794625306502,1.01384316E-07
0.0131,-0.001663773786277,1.060858E-07
0.0133,-0.001737783895805,1.09221851E-07
0.0135,-0.001695628161542,1.13863329E-07
0.0137,-0.001802883809432,1.11971495E-07
0.0139,-0.001653912826441,1.10169154E-07
0.0141,-0.001865148777142,1.10531637E-07
0.0143,-0.001742291729897,1.04812088E-07
0.0145,-0.001682808971964,1.03682332E-07
0.0147,-0.00190397631377,9.7804957E-08
0.0149,-0.001798921846785,9.1877638E-08
0.0151,-0.001790117355995,8.7731841E-08
0.0153,-0.001909188576974,8.8225782E-08
0.0155,-0.001839615986682,8.2609951E-08
0.0157,-0.001862542703748,8.2320312E-08
0.0159,-0.001769391819835,8.0149256E-08
0.0161,-0.001884342520498,8.0469761E-08
0.0163,-0.00181785132736,7.6044039E-08
0.0165,-0.001936605549417,7.5536569E-08
0.0167,-0.001767208217643,7.9769777E-08
0.0169,-0.001752487267368,8.1975529E-08
0.0171,-0.00191757036373,8.2024435E-08
0.0173,-0.001775766140781,8.7862958E-08
0.0175,-0.001667172298767,8.8413096E-08
0.0177,-0.001659265835769,9.1373984E-08
0.0179,-0.001854213653132,9.4653643E-08
0.0181,-0.001727007213049,9.7886819E-08
0.0183,-0.00169052160345,9.3677201E-08
0.0185,-0.001722428947687,9.2552995E-08
0.0187,-0.00174524995964,9.509278E-08
0.0189,-0.001794819021598,9.5399763E-08
0.0191,-0.001916461042129,1.00958012E-07
0.0193,-0.001798886572942,1.08200666E-07
0.0195,-0.001425015041605,9.4160043E-08
0.0197,-0.001328007783741,8.4880568E-08
0.0199,-0.001539631164633,7.5977788E-08
0.0201,-0.002157649723813,8.2301931E-08
0.0203,-0.002033260650933,9.963054E-08
0.0205,-0.001921532442793,9.0059345E-08
0.0207,-0.001765993307345,9.1904695E-08
0.0209,-0.001770272152498,8.7715193E-08
0.0211,-0.001675624516793,8.4656484E-08
0.0213,-0.001597405876964,8.3814982E-08
0.0215,-0.001723661553115,8.4707132E-08
0.0217,-0.001597951748408,7.812492E-08
0.0219,-0.001573898131028,7.486468E-08
0.0221,-0.00166726030875,7.5274336E-08
0.0223,-0.001825000625104,7.7984438E-08
0.0225,-0.001637941575609,7.8277196E-08
0.0227,-0.001736938604154,8.6748813E-08
0.0229,-0.001732606790029,8.6902475E-08
0.0231,-0.001726267626509,9.1611938E-08
0.0233,-0.001715684658848,9.7283959E-08
0.0235,-0.001706440001726,9.9251757E-08
0.0237,-0.001672296435572,1.02902916E-07
0.0239,-0.001717445557006,1.04726062E-07
0.0241,-0.001646094489843,1.06793415E-07
0.0243,-0.001587914768606,1.05994914E-07
0.0245,-0.001469266135246,1.06385841E-07
0.0247,-0.001607707119547,1.14077345E-07
0.0249,-0.001488107605837,1.11342274E-07
0.0251,-0.001692740363069,1.10676972E-07
0.0253,-0.001653049956076,1.06807633E-07
0.0255,-0.001730564166792,1.05709439E-07
0.0257,-0.001747961738147,1.00359657E-07
0.0259,-0.001759618869983,1.00139744E-07
0.0261,-0.00184017943684,9.3379931E-08
0.0263,-0.001730705029331,9.6761227E-08
0.0265,-0.001789395464584,9.1981008E-08
0.0267,-0.001814259216189,9.3039304E-08
0.0269,-0.001865659491159,9.4225257E-08
0.0271,-0.001838999683969,9.6955823E-08
0.0273,-0.001737237907946,8.6142137E-08
0.0275,-0.00163086282555,8.1074703E-08
0.0277,-0.00183745007962,8.9486313E-08
0.0279,-0.002127133542672,9.0688566E-08
0.0281,-0.002227680291981,1.12005488E-07
0.0283,-0.00179164938163,1.04449263E-07
0.0285,-0.001551587600261,1.06249523E-07
0.0287,-0.001565868384205,8.9727735E-08
0.0289,-0.001749176764861,9.848344E-08
0.0291,-0.001798921846785,9.8841063E-08
0.0293,-0.001893692766316,1.00851523E-07
0.0295,-0.001890294253826,1.06021623E-07
0.0297,-0.001719048013911,1.07750772E-07
0.0299,-0.001525315223262,1.09917671E-07
0.0301,-0.001590239116922,1.1295765E-07
0.0303,-0.001737079466693,1.17116969E-07
0.0305,-0.001739844097756,1.1755715E-07
0.0307,-0.001725175883621,1.13459571E-07
0.0309,-0.001730247284286,1.09788637E-07
0.0311,-0.001721618929878,1.04680623E-07
0.0313,-0.001882933778688,1.0249326E-07
0.0315,-0.001738576218486,9.7739054E-08
0.0317,-0.001630211248994,9.514897E-08
0.0319,-0.001593637629412,9.5144117E-08
0.0321,-0.001643365016207,8.8965315E-08
0.0323,-0.00180138705764,8.7014513E-08
0.0325,-0.001678829314187,8.2836806E-08
0.0327,-0.001739914529026,8.5463654E-08
0.0329,-0.001730934018269,7.7823834E-08
0.0331,-0.001853192341514,7.8412477E-08
0.0333,-0.001909065293148,7.8073924E-08
0.0335,-0.001734297256917,8.1499621E-08
0.0337,-0.001735089696012,8.2589139E-08
0.0339,-0.001797953387722,8.5022783E-08
0.0341,-0.001696491031907,8.6480334E-08
0.0343,-0.001818027463742,9.0712149E-08
0.0345,-0.001685432624072,9.289154E-08
0.0347,-0.001635176944546,8.8374243E-08
0.0349,-0.001766891335137,9.8547957E-08
0.0351,-0.00176925084088,9.1541523E-08
0.0353,-0.001605963800102,9.9883408E-08
0.0355,-0.001583706238307,8.8146351E-08
0.0357,-0.001810420420952,1.08522912E-07
0.0359,-0.001850621541962,1.12005836E-07
0.0361,-0.001571520930156,1.01297594E-07
0.0363,-0.001404201379046,8.7127248E-08
0.0365,-0.001370674115606,7.733648E-08
0.0367,-0.001916971756145,9.2060787E-08
0.0369,-0.00206809095107,8.5347452E-08
0.0371,-0.001776294433512,9.8603799E-08
0.0373,-0.001822500140406,9.5288414E-08
0.0375,-0.001687352079898,9.0065583E-08
0.0377,-0.001617286354303,9.1938688E-08
0.0379,-0.001712074852549,8.6355456E-08
0.0381,-0.00178131298162,8.6014836E-08
0.0383,-0.001819330500439,8.0187412E-08
0.0385,-0.001698163920082,7.8854384E-08
0.0387,-0.001657311338931,7.8659795E-08
0.0389,-0.001852012588643,7.8692054E-08
0.0391,-0.001582984230481,7.8668812E-08
0.0393,-0.001633785897866,8.4727247E-08
0.0395,-0.001746112830006,8.6858769E-08
0.0397,-0.0016597941285,9.249333E-08
0.0399,-0.001769409398548,9.7731423E-08
0.0401,-0.001691578188911,1.04091988E-07
0.0403,-0.001645478187129,1.03205387E-07
0.0405,-0.001776875578798,1.04106554E-07
0.0407,-0.001666397438385,1.04312598E-07
0.0409,-0.001747961738147,1.08870125E-07
0.0411,-0.001720421481878,1.09472985E-07
0.0413,-0.001857066294178,1.15170678E-07
0.0415,-0.001678336295299,1.16154055E-07
